Časová značka,Pohlaví,Věk,Mateřský jazyk,Ptáci [Kur domácí (slepice)],Ptáci [Vrána],Ptáci [Holubice],Ptáci [Kachna],Ptáci [Plameňák],Ptáci [Racek],Ptáci [Jestřáb],Ptáci [Kiwi],Ptáci [Skřivan],Ptáci [Pštros],Ptáci [Andulka],Ptáci [Tučňák],Ptáci [Bažant],Ptáci [Nandu],Ptáci [Zoboun],Ptáci [Chaluha],Ptáci [Vrabec],Ptáci [Labuť],Ptáci [Sup],Ptáci [Střízlík],Savci [Hrabáč],Savci [Antilopa],Savci [Medvěd],Savci [Kanec],Savci [Buvol],Savci [Tur domácí (kráva)],Savci [Morče],Savci [Gepard],Savci [Jelen],Savci [Delfín],Savci [Slon],Savci [Kaloň],Savci [Žirafa],Savci [Koza],Savci [Gorila],Savci [Křeček],Savci [Zajíc],Savci [Leopard],Savci [Lev],Savci [Rys],Savci [Norek],Savci [Krtek],Savci [Mangusta],Savci [Vačice],Savci [Přímorožec],Savci [Ptakopysk],Savci [Tchoř],Savci [Poník],Savci [Sviňucha],Savci [Puma],Savci [Kočka],Savci [Mýval],Savci [Sob],Savci [Tuleň],Savci [Lachtan],Savci [Veverka],Savci [Upír],Savci [Hraboš],Savci [Klokan],Savci [Vlk],Ryby [Okoun],Ryby [Kapr],Ryby [Sumec],Ryby [Tloušť],Ryby [Ostroun],Ryby [Treska],Ryby [Sleď],Ryby [Štika],Ryby [Piraňa],Ryby [Mořský koník],Ryby [Jazyk],Ryby [Rejnok],Ryby [Tuňák]
8.2.2021 9:00:55,Žena,25,Čeština,2,4,4,3,3,4,4,1 (nejméně typické),4,1 (nejméně typické),4,2,2,1 (nejméně typické),,1 (nejméně typické),3,4,3,4,3,4,5 (nejvíce typické),4,3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,5 (nejvíce typické),2,5 (nejvíce typické),4,5 (nejvíce typické),4,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),2,3,2,3,4,5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,2,2,5 (nejvíce typické),2,3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,,,5 (nejvíce typické),3,5 (nejvíce typické),5 (nejvíce typické),2,,2,3
8.2.2021 9:03:19,Žena,19,Čeština,4,4,5 (nejvíce typické),4,3,4,3,1 (nejméně typické),5 (nejvíce typické),2,3,1 (nejméně typické),2,1 (nejméně typické),,2,5 (nejvíce typické),4,2,3,2,3,5 (nejvíce typické),3,4,5 (nejvíce typické),4,2,3,3,3,1 (nejméně typické),3,3,2,4,5 (nejvíce typické),3,4,3,3,3,4,4,4,2,4,4,2,3,5 (nejvíce typické),4,3,2,3,4,1 (nejméně typické),4,3,5 (nejvíce typické),4,5 (nejvíce typické),4,2,3,5 (nejvíce typické),3,4,3,2,,2,4
8.2.2021 9:12:46,Žena,25,Čeština,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,4,4,1 (nejméně typické),5 (nejvíce typické),4,3,3,3,1 (nejméně typické),2,,5 (nejvíce typické),5 (nejvíce typické),3,2,,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),2,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,1 (nejméně typické),,3,,2,4,4,,4,5 (nejvíce typické),3,4,2,2,5 (nejvíce typické),2,3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,,4,5 (nejvíce typické)
8.2.2021 9:13:09,Žena,21,Čeština,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,4,5 (nejvíce typické),4,4,5 (nejvíce typické),4,5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),3,5 (nejvíce typické),3,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,3,4,5 (nejvíce typické),2,3,3,5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),3,3,4,4,4,2,3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,4,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,5 (nejvíce typické),5 (nejvíce typické)
8.2.2021 9:14:27,Žena,21,Čeština,4,5 (nejvíce typické),5 (nejvíce typické),4,3,4,4,1 (nejméně typické),5 (nejvíce typické),2,5 (nejvíce typické),2,3,2,,,5 (nejvíce typické),4,3,,,3,5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),3,4,4,1 (nejméně typické),3,2,3,4,5 (nejvíce typické),4,4,4,4,4,3,3,,2,3,1 (nejméně typické),3,4,,4,5 (nejvíce typické),3,3,1 (nejméně typické),2,4,,4,2,5 (nejvíce typické),4,5 (nejvíce typické),4,,,5 (nejvíce typické),3,5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),2,2,5 (nejvíce typické)
8.2.2021 9:14:59,Žena,25,Čeština,5 (nejvíce typické),5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,,,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,5 (nejvíce typické),,,,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,,,,,5 (nejvíce typické),5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické)
8.2.2021 9:16:29,Žena,28,Čeština,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),4,1 (nejméně typické),5 (nejvíce typické),3,5 (nejvíce typické),4,4,2,2,1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,4,4,1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),2,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,4,5 (nejvíce typické),2,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),4,2,1 (nejméně typické),2,5 (nejvíce typické)
8.2.2021 9:50:23,Žena,17,Čeština,4,3,3,4,3,3,2,3,2,3,3,3,4,3,2,1 (nejméně typické),4,4,2,2,2,4,4,4,4,4,3,4,4,4,4,2,4,4,4,4,4,4,4,3,2,4,2,2,2,2,3,4,2,4,4,3,4,4,4,4,1 (nejméně typické),2,4,4,4,4,4,1 (nejméně typické),1 (nejméně typické),4,4,4,4,3,1 (nejméně typické),2,4
8.2.2021 9:56:52,Žena,22,Čeština,3,5 (nejvíce typické),5 (nejvíce typické),4,3,3,2,2,4,3,5 (nejvíce typické),3,1 (nejméně typické),1 (nejméně typické),,,5 (nejvíce typické),3,1 (nejméně typické),1 (nejméně typické),,3,5 (nejvíce typické),3,3,5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),3,3,1 (nejméně typické),4,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),2,1 (nejméně typické),3,,2,,1 (nejméně typické),3,3,,3,5 (nejvíce typické),3,4,3,4,5 (nejvíce typické),,5 (nejvíce typické),4,3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,,4,5 (nejvíce typické)
8.2.2021 10:10:30,Žena,23,Čeština,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1 (nejméně typické),3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,5 (nejvíce typické),5 (nejvíce typické)
8.2.2021 10:11:00,Žena,20,Čeština,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),2,5 (nejvíce typické),3,5 (nejvíce typické),4,5 (nejvíce typické),2,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,4,5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),4,2,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,2,5 (nejvíce typické),4,2,5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),3,2,5 (nejvíce typické),3,5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,2,3,3,3
8.2.2021 10:18:36,Žena,23,Čeština,5 (nejvíce typické),3,4,4,3,3,3,1 (nejméně typické),4,2,4,2,4,1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),5 (nejvíce typické),3,3,3,1 (nejméně typické),3,5 (nejvíce typické),4,3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,3,1 (nejméně typické),3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,4,1 (nejméně typické),3,1 (nejméně typické),2,3,5 (nejvíce typické),1 (nejméně typické),3,5 (nejvíce typické),3,4,3,2,5 (nejvíce typické),2,5 (nejvíce typické),2,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,2,5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),2,1 (nejméně typické),1 (nejméně typické),5 (nejvíce typické)
8.2.2021 11:07:37,Žena,21,Čeština,4,5 (nejvíce typické),5 (nejvíce typické),4,3,4,4,1 (nejméně typické),5 (nejvíce typické),2,5 (nejvíce typické),2,3,2,,,5 (nejvíce typické),4,3,,,3,5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),3,4,4,1 (nejméně typické),3,2,3,4,5 (nejvíce typické),4,4,4,4,4,3,3,,2,3,1 (nejméně typické),3,4,,4,5 (nejvíce typické),3,3,1 (nejméně typické),2,4,,4,2,5 (nejvíce typické),4,5 (nejvíce typické),4,,,5 (nejvíce typické),3,5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),2,2,5 (nejvíce typické)
8.2.2021 11:12:11,Žena,22,Čeština,3,3,4,3,1 (nejméně typické),4,2,1 (nejméně typické),2,1 (nejméně typické),3,2,3,1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),4,4,1 (nejméně typické),2,1 (nejméně typické),3,3,3,2,4,2,3,4,3,4,2,3,4,4,2,4,2,3,3,1 (nejméně typické),2,1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),2,2,2,1 (nejméně typické),3,4,2,2,3,3,3,1 (nejméně typické),2,3,4,2,4,3,1 (nejméně typické),2,3,3,3,3,2,1 (nejméně typické),2,4
8.2.2021 11:15:55,Žena,21,Čeština,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),4,4,4,4,4,4,4,4,,,5 (nejvíce typické),5 (nejvíce typické),4,,4,3,4,2,4,5 (nejvíce typické),4,5 (nejvíce typické),4,4,4,3,4,4,5 (nejvíce typické),4,3,4,4,4,4,4,4,4,,2,4,4,,4,5 (nejvíce typické),4,4,4,4,4,3,4,4,5 (nejvíce typické),4,5 (nejvíce typické),4,,,,3,5 (nejvíce typické),4,1 (nejméně typické),4,4,3
8.2.2021 11:16:20,Žena,24,Čeština,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),3,5 (nejvíce typické),4,5 (nejvíce typické),3,,1 (nejméně typické),5 (nejvíce typické),4,4,,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,5 (nejvíce typické),2,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,,4,,3,3,5 (nejvíce typické),2,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,2,5 (nejvíce typické),1 (nejméně typické),4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,5 (nejvíce typické),4,3,5 (nejvíce typické),5 (nejvíce typické),2,,2,3
8.2.2021 11:18:14,Žena,27,Čeština,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,2,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),2,2,1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),4,2,1 (nejméně typické),3,3,3,3,5 (nejvíce typické),3,3,3,5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),4,5 (nejvíce typické),4,3,3,3,4,3,2,1 (nejméně typické),1 (nejméně typické),2,1 (nejméně typické),1 (nejméně typické),3,3,1 (nejméně typické),3,5 (nejvíce typické),1 (nejméně typické),4,3,3,3,1 (nejméně typické),2,4,2,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),2,5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),2,1 (nejméně typické),3,5 (nejvíce typické)
8.2.2021 11:24:41,Žena,22,Čeština,4,5 (nejvíce typické),4,4,2,4,3,1 (nejméně typické),3,4,4,2,3,1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),5 (nejvíce typické),3,4,2,,3,4,5 (nejvíce typické),3,5 (nejvíce typické),3,3,4,2,4,,4,5 (nejvíce typické),3,4,5 (nejvíce typické),2,5 (nejvíce typické),3,1 (nejméně typické),3,,1 (nejméně typické),,1 (nejméně typické),1 (nejméně typické),4,,3,5 (nejvíce typické),2,2,1 (nejméně typické),1 (nejméně typické),4,1 (nejméně typické),2,4,3,2,5 (nejvíce typické),5 (nejvíce typické),,,4,3,5 (nejvíce typické),2,1 (nejméně typické),,2,3
8.2.2021 11:28:26,Žena,28,Čeština,3,4,5 (nejvíce typické),4,3,5 (nejvíce typické),5 (nejvíce typické),3,3,2,4,2,3,2,2,,5 (nejvíce typické),4,4,3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),4,5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),2,4,5 (nejvíce typické)
8.2.2021 11:33:41,Žena,21,Čeština,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,3,4,4,2,5 (nejvíce typické),2,4,2,5 (nejvíce typické),2,2,2,5 (nejvíce typické),4,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,2,4,2,5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,4,5 (nejvíce typické),3,5 (nejvíce typické),3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,4,5 (nejvíce typické),4,5 (nejvíce typické),4,3,2,1 (nejméně typické),5 (nejvíce typické)
8.2.2021 11:34:02,Žena,29,Čeština,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),2,,,5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,5 (nejvíce typické),3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),3,4,,1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,1 (nejméně typické),5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,,5 (nejvíce typické),5 (nejvíce typické)
8.2.2021 11:35:11,Žena,20,Slovenština,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),,1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,5 (nejvíce typické),,2,5 (nejvíce typické),5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,1 (nejméně typické),,5 (nejvíce typické)
8.2.2021 11:39:31,Žena,21,Čeština,3,5 (nejvíce typické),4,5 (nejvíce typické),4,4,4,3,4,5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),,,,5 (nejvíce typické),5 (nejvíce typické),4,2,,4,5 (nejvíce typické),4,4,3,5 (nejvíce typické),4,5 (nejvíce typické),4,5 (nejvíce typické),2,5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),4,3,1 (nejméně typické),,3,,2,3,4,,4,5 (nejvíce typické),4,4,3,2,5 (nejvíce typické),,2,4,5 (nejvíce typické),3,5 (nejvíce typické),5 (nejvíce typické),,,4,3,5 (nejvíce typické),4,2,,3,3
8.2.2021 11:42:12,Žena,21,Čeština,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,3,2,3,5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),2,2,1 (nejméně typické),4,5 (nejvíce typické),4,3,5 (nejvíce typické),3,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,5 (nejvíce typické),4,3,4,1 (nejméně typické),2,1 (nejméně typické),3,3,2,2,3,5 (nejvíce typické),2,4,3,4,5 (nejvíce typické),2,2,5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),2,5 (nejvíce typické),3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické)
8.2.2021 11:45:18,Muž,26,Čeština,4,5 (nejvíce typické),5 (nejvíce typické),3,2,4,4,3,3,2,3,2,2,2,2,2,5 (nejvíce typické),3,3,2,3,3,3,3,3,4,3,3,3,2,5 (nejvíce typické),3,3,4,3,3,4,4,4,3,3,3,2,3,2,2,3,4,2,4,4,3,3,3,3,3,2,3,3,3,3,5 (nejvíce typické),5 (nejvíce typické),2,4,4,3,4,4,1 (nejméně typické),2,3,4
8.2.2021 11:50:07,Muž,30,Čeština,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),4,5 (nejvíce typické),3,5 (nejvíce typické),,,,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,5 (nejvíce typické),4,5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,5 (nejvíce typické),,3,5 (nejvíce typické),5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,,4,5 (nejvíce typické)
8.2.2021 11:50:22,Muž,20,Čeština,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),4,,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),2,5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),5 (nejvíce typické)
8.2.2021 11:52:46,Žena,20,Čeština,2,5 (nejvíce typické),2,5 (nejvíce typické),3,3,3,1 (nejméně typické),5 (nejvíce typické),3,5 (nejvíce typické),3,5 (nejvíce typické),1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),2,2,2,2,5 (nejvíce typické),2,2,5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),3,5 (nejvíce typické),2,2,3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),3,2,3,1 (nejméně typické),2,1 (nejméně typické),3,2,2,2,2,5 (nejvíce typické),2,2,2,2,5 (nejvíce typické),2,2,2,3,5 (nejvíce typické),5 (nejvíce typické),4,1 (nejméně typické),1 (nejméně typické),3,2,5 (nejvíce typické),2,2,1 (nejméně typické),3,2
