Časová značka,Pohlaví,Věk,Mateřský jazyk,Ptáci [Kur domácí (slepice)],Ptáci [Vrána],Ptáci [Holubice],Ptáci [Kachna],Ptáci [Plameňák],Ptáci [Racek],Ptáci [Jestřáb],Ptáci [Kiwi],Ptáci [Skřivan],Ptáci [Pštros],Ptáci [Andulka],Ptáci [Tučňák],Ptáci [Bažant],Ptáci [Nandu],Ptáci [Zoboun],Ptáci [Chaluha],Ptáci [Vrabec],Ptáci [Labuť],Ptáci [Sup],Ptáci [Střízlík],Savci [Hrabáč],Savci [Antilopa],Savci [Medvěd],Savci [Kanec],Savci [Buvol],Savci [Tur domácí (kráva)],Savci [Morče],Savci [Gepard],Savci [Jelen],Savci [Delfín],Savci [Slon],Savci [Kaloň],Savci [Žirafa],Savci [Koza],Savci [Gorila],Savci [Křeček],Savci [Zajíc],Savci [Leopard],Savci [Lev],Savci [Rys],Savci [Norek],Savci [Krtek],Savci [Mangusta],Savci [Vačice],Savci [Přímorožec],Savci [Ptakopysk],Savci [Tchoř],Savci [Poník],Savci [Sviňucha],Savci [Puma],Savci [Kočka],Savci [Mýval],Savci [Sob],Savci [Tuleň],Savci [Lachtan],Savci [Veverka],Savci [Upír],Savci [Hraboš],Savci [Klokan],Savci [Vlk],Ryby [Okoun],Ryby [Kapr],Ryby [Sumec],Ryby [Tloušť],Ryby [Ostroun],Ryby [Treska],Ryby [Sleď],Ryby [Štika],Ryby [Piraňa],Ryby [Mořský koník],Ryby [Jazyk],Ryby [Rejnok],Ryby [Tuňák]
4.2.2021 17:45:17,Žena,24,Čeština,3,5 (nejvíce typické),5 (nejvíce typické),3,4,5 (nejvíce typické),4,2,5 (nejvíce typické),3,5 (nejvíce typické),2,3,,,1 (nejméně typické),5 (nejvíce typické),4,4,5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,4,,2,,1 (nejméně typické),4,5 (nejvíce typické),2,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,2,5 (nejvíce typické),1 (nejméně typické),4,2,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),,2,5 (nejvíce typické)
4.2.2021 17:55:47,Žena,58,Čeština,4,,4,4,4,4,5 (nejvíce typické),4,5 (nejvíce typické),3,5 (nejvíce typické),2,3,,,,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,,3,4,4,2,5 (nejvíce typické),4,5 (nejvíce typické),3,2,3,,2,5 (nejvíce typické),5 (nejvíce typické),4,,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,1 (nejméně typické),,,,,1 (nejméně typické),,,5 (nejvíce typické),5 (nejvíce typické),4,,2,1 (nejméně typické),2,4,2,4,3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,,5 (nejvíce typické),5 (nejvíce typické)
4.2.2021 17:56:06,Žena,80,Čeština,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,4,5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),,1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),2,5 (nejvíce typické),3,2,5 (nejvíce typické),1 (nejméně typické),2,,2,5 (nejvíce typické),2,5 (nejvíce typické),5 (nejvíce typické),2,2,1 (nejméně typické),1 (nejméně typické),5 (nejvíce typické),,1 (nejméně typické),,3,3,4,,1 (nejméně typické),5 (nejvíce typické),2,2,1 (nejméně typické),1 (nejméně typické),5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),2,4,4,5 (nejvíce typické),4,1 (nejméně typické),,1 (nejméně typické),1 (nejméně typické),5 (nejvíce typické),1 (nejméně typické),1 (nejméně typické),,,1 (nejméně typické)
4.2.2021 17:56:35,Žena,55,Čeština,3,5 (nejvíce typické),5 (nejvíce typické),3,2,5 (nejvíce typické),5 (nejvíce typické),2,5 (nejvíce typické),2,5 (nejvíce typické),1 (nejméně typické),3,,,1 (nejméně typické),5 (nejvíce typické),4,3,4,,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,2,1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,4,1 (nejméně typické),4,4,2,5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,1 (nejméně typické),1 (nejméně typické),5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),,2,5 (nejvíce typické)
4.2.2021 18:00:55,Muž,56,Čeština,1 (nejméně typické),3,3,1 (nejméně typické),3,3,3,1 (nejméně typické),3,1 (nejméně typické),3,1 (nejméně typické),3,,,1 (nejméně typické),3,1 (nejméně typické),3,3,1 (nejméně typické),3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,1 (nejméně typické),3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,1 (nejméně typické),3,3,3,3,3,2,,3,3
4.2.2021 18:45:40,Muž,34,Slovenština,3,5 (nejvíce typické),4,4,3,3,4,3,4,3,4,2,3,4,3,4,4,4,4,4,4,3,5 (nejvíce typické),4,4,4,3,4,4,4,4,4,4,4,5 (nejvíce typické),3,5 (nejvíce typické),4,4,4,4,4,3,4,3,3,4,4,3,4,4,4,4,4,4,4,4,3,4,5 (nejvíce typické),3,5 (nejvíce typické),4,4,4,4,4,5 (nejvíce typické),4,3,3,4,3
4.2.2021 19:05:28,Muž,21,Čeština,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),5 (nejvíce typické),2,5 (nejvíce typické),2,5 (nejvíce typické),3,5 (nejvíce typické),2,4,1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),3,4,3,4,5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),4,4,4,5 (nejvíce typické),5 (nejvíce typické),3,1 (nejméně typické),2,1 (nejméně typické),4,5 (nejvíce typické),3,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,3,5 (nejvíce typické),3,5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,1 (nejméně typické),,2,4
4.2.2021 20:51:13,Muž,51,Slovenština,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),1 (nejméně typické),4,1 (nejméně typické),4,1 (nejméně typické),3,3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,4,3,4,2,4,5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),1 (nejméně typické),1 (nejméně typické),5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,1 (nejméně typické),2,3,5 (nejvíce typické)
4.2.2021 20:54:21,Žena,26,Čeština,3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,5 (nejvíce typické),5 (nejvíce typické),2,5 (nejvíce typické),4,5 (nejvíce typické),4,5 (nejvíce typické),3,2,1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,3,5 (nejvíce typické),4,2,4,,4,5 (nejvíce typické),5 (nejvíce typické),3,3,3,5 (nejvíce typické),5 (nejvíce typické),,3,,5 (nejvíce typické),,5 (nejvíce typické),3,4,,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,4,2,4,,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,,5 (nejvíce typické),5 (nejvíce typické)
4.2.2021 22:28:23,Muž,22,Čeština,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),1 (nejméně typické),4,1 (nejméně typické),4,,,,5 (nejvíce typické),5 (nejvíce typické),3,,,4,5 (nejvíce typické),4,4,5 (nejvíce typické),3,3,4,1 (nejméně typické),2,,1 (nejméně typické),5 (nejvíce typické),4,3,3,3,4,4,,2,,2,,1 (nejméně typické),4,4,,4,5 (nejvíce typické),2,3,3,3,2,1 (nejméně typické),4,2,5 (nejvíce typické),4,5 (nejvíce typické),3,,,,,4,4,1 (nejméně typické),,2,
5.2.2021 5:42:44,Muž,49,Čeština,4,5 (nejvíce typické),5 (nejvíce typické),3,2,4,3,2,5 (nejvíce typické),2,4,1 (nejméně typické),3,2,3,4,5 (nejvíce typické),3,3,4,,3,3,4,4,4,5 (nejvíce typické),3,3,1 (nejméně typické),3,2,3,4,4,5 (nejvíce typické),5 (nejvíce typické),3,3,3,3,4,2,2,3,1 (nejméně typické),4,4,1 (nejméně typické),3,5 (nejvíce typické),2,4,2,2,4,2,5 (nejvíce typické),3,4,5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),,3,4,4,3,1 (nejméně typické),1 (nejméně typické),2,3
5.2.2021 9:09:46,Muž,26,Slovenština,4,5 (nejvíce typické),4,4,2,2,3,1 (nejméně typické),2,2,1 (nejméně typické),2,3,,,,5 (nejvíce typické),3,2,,1 (nejméně typické),1 (nejméně typické),2,2,4,4,3,1 (nejméně typické),3,5 (nejvíce typické),2,,1 (nejméně typické),5 (nejvíce typické),4,2,4,1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),,1 (nejméně typické),,1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),,3,5 (nejvíce typické),1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),,2,3,3,1 (nejméně typické),5 (nejvíce typické),4,,3,3,1 (nejméně typické),4,2,1 (nejméně typické),,1 (nejméně typické),4
5.2.2021 10:01:33,Muž,48,Čeština,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1 (nejméně typické),2,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,4,4,4,4,4,4,,4,4,4,4,4,4,,4,4
5.2.2021 10:50:34,Muž,29,Čeština,2,2,1 (nejméně typické),2,2,2,2,4,1 (nejméně typické),3,2,3,3,5 (nejvíce typické),2,4,1 (nejméně typické),2,2,1 (nejméně typické),3,3,2,2,3,2,3,3,3,4,2,2,2,3,2,2,2,2,2,3,3,3,3,2,3,5 (nejvíce typické),3,2,3,3,1 (nejméně typické),3,3,4,4,3,4,3,4,2,1 (nejméně typické),1 (nejméně typické),,3,2,1 (nejméně typické),2,1 (nejméně typické),1 (nejméně typické),3,4,4,3
5.2.2021 11:54:58,Žena,31,Čeština,3,4,5 (nejvíce typické),4,3,5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),3,3,2,4,3,3,1 (nejméně typické),5 (nejvíce typické),4,3,5 (nejvíce typické),5 (nejvíce typické),4,4,4,4,,5 (nejvíce typické),4,4,5 (nejvíce typické),5 (nejvíce typické),2,5 (nejvíce typické),5 (nejvíce typické),4,4,5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),3,4,3,4,4,2,4,4,3,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,3,4,1 (nejméně typické),4,4,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,,3,5 (nejvíce typické)
5.2.2021 12:36:46,Žena,58,Čeština,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické)
5.2.2021 14:16:09,Žena,25,Slovenština,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),5 (nejvíce typické),,1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,4,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),4,4,2,5 (nejvíce typické),,2,4,5 (nejvíce typické),3,4,5 (nejvíce typické),4,4,5 (nejvíce typické),3,4,1 (nejméně typické),4,4,5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),,,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),1 (nejméně typické),,5 (nejvíce typické)
5.2.2021 19:36:49,Žena,20,Čeština,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),5 (nejvíce typické)
8.2.2021 9:06:07,Muž,26,Čeština,4,4,4,5 (nejvíce typické),3,3,2,1 (nejméně typické),,3,5 (nejvíce typické),3,4,,,,4,3,2,,,1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),3,1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),5 (nejvíce typické),1 (nejméně typické),,1 (nejméně typické),1 (nejméně typické),3,3,1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),,1 (nejméně typické),,3,,1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),,1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),,1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,,5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),4,,1 (nejméně typické),5 (nejvíce typické)
8.2.2021 9:23:21,Muž,30,Čeština,3,5 (nejvíce typické),5 (nejvíce typické),4,3,5 (nejvíce typické),5 (nejvíce typické),2,5 (nejvíce typické),3,4,2,4,,,1 (nejméně typické),5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,4,,4,,4,4,5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,4,3,,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,,5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),3,,4,5 (nejvíce typické)
8.2.2021 9:48:23,Žena,54,Čeština,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,3,5 (nejvíce typické),3,1 (nejméně typické),5 (nejvíce typické),3,2,1 (nejméně typické),3,1 (nejméně typické),2,1 (nejméně typické),5 (nejvíce typické),4,3,5 (nejvíce typické),2,2,2,2,3,5 (nejvíce typické),3,5 (nejvíce typické),2,2,3,3,3,3,4,3,3,3,4,3,2,1 (nejméně typické),3,3,3,2,2,2,3,3,5 (nejvíce typické),2,2,2,4,2,5 (nejvíce typické),4,3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,2,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,3,1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické)
8.2.2021 11:38:00,Muž,27,Slovenština,2,5 (nejvíce typické),5 (nejvíce typické),,3,4,4,3,,2,4,2,3,,,,5 (nejvíce typické),4,4,,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,4,,4,5 (nejvíce typické),1 (nejméně typické),3,5 (nejvíce typické),,,5 (nejvíce typické),4,4,5 (nejvíce typické),,,2,3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,4,4,,4,4,1 (nejméně typické),,,4
8.2.2021 15:41:58,Žena,38,Čeština,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,5 (nejvíce typické),,3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),,3,5 (nejvíce typické)
